"","ensembl_gene_id","gene_id","C481","LC03","LC01","RC02","R02","R03","RC03","hgnc_symbol"
"6403","ENSG00000242086","ENSG00000242086.8",11,0.13,242,0.28,232,59,0.74,"MUC20-OT1"
"6404","ENSG00000242088","ENSG00000242088.1",0.93,1.5,1.7,0.62,2.1,1.1,0.86,""
"6405","ENSG00000242114","ENSG00000242114.5",45,3.6,407,0.17,305,809,36,"MTFP1"
"6406","ENSG00000242208","ENSG00000242208.1",0.24,0.05,0.24,0.1,0.15,0.065,0.44,"RPL5P29"
"6407","ENSG00000242247","ENSG00000242247.10",341,313,1051,9.1,225,420,1.3,"ARFGAP3"
"6408","ENSG00000242259","ENSG00000242259.8",265,97,186,0.14,77,141,0.42,"C22orf39"
"6409","ENSG00000242262","ENSG00000242262.1",0.29,0.05,0.72,0.63,0.6,0.34,0.37,""
"6410","ENSG00000242276","ENSG00000242276.2",0.079,0.052,0.053,0.034,0.084,0.097,0.13,"RPL5P3"
"6411","ENSG00000242299","ENSG00000242299.1",45,25,48,17,33,25,11,""
"6412","ENSG00000242371","ENSG00000242371.1",168,19,385,39,24,0.26,0.097,"IGKV1-39"
"6413","ENSG00000242372","ENSG00000242372.6",983,128,1033,88,826,11,2.9,"EIF6"
"6414","ENSG00000242445","ENSG00000242445.1",1.6,3.8,3.4,0.94,3.1,2.7,0.032,"RPL7AP11"
"6415","ENSG00000242477","ENSG00000242477.1",0.32,0.2,0.15,0.42,0.37,0.1,0.48,""
"6416","ENSG00000242485","ENSG00000242485.5",1036,2252,451,442,791,1672,1678,"MRPL20"
"6417","ENSG00000242574","ENSG00000242574.8",108,4.6,3.8,0.48,3.7,0.9,472,"HLA-DMB"
"6418","ENSG00000242697","ENSG00000242697.2",2.4,1.8,3.4,2.5,2.9,1.7,0.56,"RPL5P12"
"6419","ENSG00000242814","ENSG00000242814.2",0.053,0.15,0.14,0.1,0.083,0.097,0.065,""
"6420","ENSG00000242951","ENSG00000242951.1",0.47,0.25,0.24,0.16,0.11,0.23,0.18,""
"6421","ENSG00000242960","ENSG00000242960.1",1.9,0.73,1.5,0.42,1.3,0.35,0.67,"FTH1P23"
"6422","ENSG00000242970","ENSG00000242970.2",0.13,0.05,0.23,0.19,0.12,0.097,0.032,""
"6423","ENSG00000243004","ENSG00000243004.5",15,5.1,25,5.3,21,8.2,9.3,""
"6424","ENSG00000243014","ENSG00000243014.1",0.053,0.33,0.3,0.38,0.22,0.097,0.32,"PTMAP8"
"6425","ENSG00000243071","ENSG00000243071.1",0.54,0.15,0.41,0.31,0.6,0.66,0.22,""
"6426","ENSG00000243147","ENSG00000243147.7",1164,2342,1424,337,504,1576,391,"MRPL33"
"6427","ENSG00000243150","ENSG00000243150.5",0.27,2.7,0.13,0.14,0.13,0.2,0.11,""
"6428","ENSG00000243156","ENSG00000243156.7",0.053,0.05,0.088,0.52,0.056,2.1,0.032,"MICAL3"
"6429","ENSG00000243181","ENSG00000243181.2",0.93,0.81,1.1,0.31,2.7,0.69,0.097,""
"6430","ENSG00000243199","ENSG00000243199.1",5.7,8.4,17,7.1,13,16,13,""
"6431","ENSG00000243317","ENSG00000243317.7",672,397,1747,237,518,600,340,"STMP1"
"6432","ENSG00000243449","ENSG00000243449.6",208,1444,315,90,436,45,0.32,"C4orf48"
"6433","ENSG00000243466","ENSG00000243466.1",39,6,1.6,236,47,0.55,0.16,"IGKV1-5"
"6434","ENSG00000243646","ENSG00000243646.9",502,920,510,93,274,1011,661,"IL10RB"
"6435","ENSG00000243678","ENSG00000243678.11",41,981,109,35,652,175,405,"NME2"
"6436","ENSG00000243680","ENSG00000243680.1",0.42,0.4,1.1,3.1,0.62,0.48,0.39,"RPL37P23"
"6437","ENSG00000243716","ENSG00000243716.10",388,614,386,367,403,125,156,"NPIPB5"
"6438","ENSG00000243742","ENSG00000243742.5",0.34,0.35,0.93,0.93,0.72,1.4,0.42,"RPLP0P2"
"6439","ENSG00000243749","ENSG00000243749.1",279,615,649,10,397,659,1489,"TMEM35B"
"6440","ENSG00000243811","ENSG00000243811.8",115,125,68,108,200,289,282,"APOBEC3D"
"6441","ENSG00000243859","ENSG00000243859.3",0.68,0.4,0.99,0.69,1,0.29,0.23,"RPL5P17"
"6442","ENSG00000243927","ENSG00000243927.5",2224,1707,2387,494,2269,313,1094,"MRPS6"
"6443","ENSG00000243964","ENSG00000243964.1",0.93,0.45,1.2,0.87,1,0.91,0.54,"RPL23AP65"
"6444","ENSG00000244021","ENSG00000244021.4",0.91,0.86,1.4,1.3,0.93,1.6,0.13,""
"6445","ENSG00000244038","ENSG00000244038.9",1197,461,1078,1.6,618,724,22,"DDOST"
"6446","ENSG00000244073","ENSG00000244073.1",0.78,1,1.4,1.2,0.61,1.3,0.29,"RPS4XP6"
"6447","ENSG00000244115","ENSG00000244115.1",4.4,70,173,0.069,127,96,0.63,"DNAJC25-GNG10"
"6448","ENSG00000244116","ENSG00000244116.3",168,64,2.1,6.7,6.1,1,0.13,"IGKV2-28"
"6449","ENSG00000244119","ENSG00000244119.1",8,6.8,5.4,0.86,47,3.3,4,"PDCL3P4"
"6450","ENSG00000244165","ENSG00000244165.1",0.16,0.1,1.6,0.21,1.4,11,0.032,"P2RY11"
"6451","ENSG00000244274","ENSG00000244274.7",0.26,0.2,0.018,79,107,1.9,786,"DBNDD2"
"6452","ENSG00000244313","ENSG00000244313.3",59,75,101,70,214,54,75,""
"6453","ENSG00000244363","ENSG00000244363.3",5.1,2.3,4.6,1.1,4,3.6,4.5,"RPL7P23"
"6454","ENSG00000244398","ENSG00000244398.1",138,74,113,53,202,155,100,""
"6455","ENSG00000244437","ENSG00000244437.1",1.3,6.4,1.2,3.7,2,349,0.065,"IGKV3-15"
"6456","ENSG00000244457","ENSG00000244457.2",0.42,0.05,0.12,0.17,0.39,0.26,12,"ENO1P1"
"6457","ENSG00000244462","ENSG00000244462.7",498,23,342,301,399,0.16,1354,"RBM12"
"6458","ENSG00000244491","ENSG00000244491.1",0.024,0.74,79,86,79,12,274,""
"6459","ENSG00000244509","ENSG00000244509.3",3248,7463,5468,3453,1647,2505,19095,"APOBEC3C"
"6460","ENSG00000244687","ENSG00000244687.11",2675,2268,3885,2584,1795,3314,691,"UBE2V1"
"6461","ENSG00000244694","ENSG00000244694.7",0.21,0.15,0.37,0.21,0.38,0.13,0.16,"PTCHD4"
"6462","ENSG00000244716","ENSG00000244716.3",18,18,24,13,23,35,9.6,""
"6463","ENSG00000244754","ENSG00000244754.8",1072,1323,567,1599,1533,644,1782,"N4BP2L2"
"6464","ENSG00000244879","ENSG00000244879.6",129,284,186,45,217,0.13,1713,"GABPB1-AS1"
"6465","ENSG00000245112","ENSG00000245112.2",1,19,107,102,75,0.057,41,"SMARCA5-AS1"
"6466","ENSG00000245532","ENSG00000245532.7",1179,725,3408,1503,1040,472,2192,"NEAT1"
"6467","ENSG00000245904","ENSG00000245904.3",18,121,209,220,164,105,57,""
"6468","ENSG00000245910","ENSG00000245910.8",330,95,305,45,181,0.16,215,"SNHG6"
"6469","ENSG00000245970","ENSG00000245970.2",2.3,114,267,4.2,42,19,1.5,""
"6470","ENSG00000246067","ENSG00000246067.7",0.21,1.7,0.035,0.14,40,0.065,0.23,"RAB30-DT"
"6471","ENSG00000246582","ENSG00000246582.2",4.6,5.2,0.053,0.38,0.11,316,456,""
"6472","ENSG00000246705","ENSG00000246705.4",42,0.1,273,270,245,165,206,"H2AJ"
"6473","ENSG00000247077","ENSG00000247077.6",201,70,12,165,78,106,262,"PGAM5"
"6474","ENSG00000247287","ENSG00000247287.2",0.053,0.05,6.6,0.72,184,0.032,397,""
"6475","ENSG00000247556","ENSG00000247556.6",214,1443,1620,421,322,18,108,"OIP5-AS1"
"6476","ENSG00000247627","ENSG00000247627.2",0.74,0.4,0.28,0.21,0.54,0.43,0.19,"MTND4P12"
"6477","ENSG00000247774","ENSG00000247774.6",1506,1716,2622,721,1608,1023,5133,"PCED1B-AS1"
"6478","ENSG00000248180","ENSG00000248180.1",0.18,0.15,0.16,0.034,0.15,0.13,0.032,"GAPDHP60"
"6479","ENSG00000248278","ENSG00000248278.1",7.8,11,9.8,3.4,8.7,2.1,3.2,"SUMO2P17"
"6480","ENSG00000248333","ENSG00000248333.8",72,88,224,135,334,126,523,"CDK11B"
"6481","ENSG00000248527","ENSG00000248527.1",4545,1936,4394,1195,5618,2626,3223,"MTATP6P1"
"6482","ENSG00000248988","ENSG00000248988.1",0.94,3.7,8.2,0.77,3.4,2.4,0.19,""
"6483","ENSG00000249014","ENSG00000249014.2",1.9,2.4,1.7,0.66,2.7,1,1,"HMGN2P4"
"6484","ENSG00000249141","ENSG00000249141.1",0.053,0.05,0.024,73,4,0.097,0.036,""
"6485","ENSG00000249222","ENSG00000249222.1",0.5,0.1,0.56,0.034,0.33,0.26,0.82,"ATP5MGL"
"6486","ENSG00000249244","ENSG00000249244.1",0.11,0.35,1.1,0.12,0.39,0.98,0.063,""
"6487","ENSG00000249264","ENSG00000249264.1",0.84,0.63,0.44,0.3,0.55,0.35,0.097,"EEF1A1P9"
"6488","ENSG00000249353","ENSG00000249353.2",36,66,85,12,34,29,27,"NPM1P27"
"6489","ENSG00000249459","ENSG00000249459.8",101,660,3.9,0.27,39,0.032,13,"ZNF286B"
"6490","ENSG00000249485","ENSG00000249485.1",0.61,0.15,0.3,0.034,0.19,0.87,1.7,"RBBP4P1"
"6491","ENSG00000249565","ENSG00000249565.2",4.3,8,5.4,3.7,3.2,0.21,11,"SERBP1P5"
"6492","ENSG00000249590","ENSG00000249590.7",0.14,0.2,0.055,0.28,5.7,0.097,0.49,""
"6493","ENSG00000249614","ENSG00000249614.1",0.026,0.2,0.035,0.1,0.028,0.065,0.032,"LINC02503"
"6494","ENSG00000249736","ENSG00000249736.1",0.39,10,0.47,0.034,0.17,0.032,0.097,"LINC02242"
"6495","ENSG00000249784","ENSG00000249784.1",0.45,0.65,13,11,4.3,16,8.5,"SCARNA22"
"6496","ENSG00000249786","ENSG00000249786.7",1,2.4,0.59,0.26,0.72,2,5.5,"EAF1-AS1"
"6497","ENSG00000249855","ENSG00000249855.1",0.69,0.31,0.55,0.21,0.36,0.59,0.46,"EEF1A1P19"
"6498","ENSG00000249915","ENSG00000249915.7",1351,593,679,498,1069,1047,520,"PDCD6"
"6499","ENSG00000250021","ENSG00000250021.7",292,0.15,33,103,117,0.032,6.7,"ARPIN-AP3S2"
"6500","ENSG00000250182","ENSG00000250182.3",16,4,14,5.9,9.7,3.5,13,"EEF1A1P13"
"6501","ENSG00000250186","ENSG00000250186.3",11,59,85,0.069,8.3,0.23,1.1,""
"6502","ENSG00000250317","ENSG00000250317.8",326,0.1,159,54,76,0.13,0.81,"SMIM20"
"6503","ENSG00000250461","ENSG00000250461.1",0.25,127,1.6,0.074,0.88,9.8,0.065,""
"6504","ENSG00000250568","ENSG00000250568.1",14,26,1.5,1,0.71,0.39,0.26,""
"6505","ENSG00000250722","ENSG00000250722.5",0.32,0.2,0.088,0.14,0.31,0.38,54,"SELENOP"
"6506","ENSG00000250746","ENSG00000250746.1",0.19,0.1,0.33,0.035,0.17,0.13,0.16,""
"6507","ENSG00000251022","ENSG00000251022.6",0.63,0.25,359,0.034,39,0.032,573,"THAP9-AS1"
"6508","ENSG00000251357","ENSG00000251357.4",0.13,0.17,0.089,0.057,0.048,0.11,0.054,""
"6509","ENSG00000251562","ENSG00000251562.7",500418,712357,673325,263897,640401,380873,379858,"MALAT1"
"6510","ENSG00000251593","ENSG00000251593.1",0.18,0.45,0.37,0.069,0.67,0.19,0.13,"MSNP1"
"6511","ENSG00000253341","ENSG00000253341.1",2.7,7.4,2,1.3,2.1,5.1,1.6,""
"6512","ENSG00000253352","ENSG00000253352.8",312,3.9,2290,0.38,156,142,78,"TUG1"
"6513","ENSG00000253356","ENSG00000253356.1",13,2.2,1.8,3.1,20,31,0.25,""
"6514","ENSG00000253506","ENSG00000253506.2",2.5,2.2,1.3,2.2,1.1,0.58,0.61,"NACA2"
"6515","ENSG00000253626","ENSG00000253626.3",29,29,10,22,8.1,22,30,"EIF5AL1"
"6516","ENSG00000253676","ENSG00000253676.1",7,0.45,0.68,0.069,0.9,0.37,0.19,"TAGLN2P1"
"6517","ENSG00000253683","ENSG00000253683.1",3,2.3,4.6,4.6,3.5,2.7,5.3,""
"6518","ENSG00000253710","ENSG00000253710.2",220,8.3,102,493,48,12,0.065,"ALG11"
"6519","ENSG00000253719","ENSG00000253719.3",2.4,30,476,186,194,91,96,"ATXN7L3B"
"6520","ENSG00000253729","ENSG00000253729.7",1151,1553,1793,1582,1268,589,1720,"PRKDC"
"6521","ENSG00000253738","ENSG00000253738.1",842,3309,210,485,426,617,5.5,"OTUD6B-AS1"
"6522","ENSG00000253899","ENSG00000253899.1",0.054,0.05,0.018,0.11,0.029,0.1,0.034,""
"6523","ENSG00000253954","ENSG00000253954.3",6,0.6,3.6,3.7,3.8,3.3,3.7,"HMGN1P38"
"6524","ENSG00000254087","ENSG00000254087.7",1.3,0.25,130,417,102,0.94,0.19,"LYN"
"6525","ENSG00000254206","ENSG00000254206.5",4.7,5.7,63,1,26,0.51,174,"NPIPB11"
"6526","ENSG00000254275","ENSG00000254275.6",0.18,0.75,0.19,0.14,0.4,0.13,0.35,"LINC00824"
"6527","ENSG00000254387","ENSG00000254387.1",0.53,0.1,0.91,0.48,0.31,0.35,0.87,"MYL12AP1"
"6528","ENSG00000254481","ENSG00000254481.1",0.16,0.05,0.053,0.036,0.069,0.032,0.13,"PTP4A2P2"
"6529","ENSG00000254505","ENSG00000254505.9",1120,1118,1075,2592,949,635,702,"CHMP4A"
"6530","ENSG00000254612","ENSG00000254612.2",53,75,36,7.4,26,43,49,""
"6531","ENSG00000254741","ENSG00000254741.1",0.63,2.9,2.8,1.7,2.5,0.22,0.25,""
"6532","ENSG00000254759","ENSG00000254759.1",0.39,0.1,0.18,0.034,0.15,0.19,0.48,"NAP1L1P1"
"6533","ENSG00000254772","ENSG00000254772.9",4647,4954,7656,2414,9201,5656,3847,"EEF1G"
"6534","ENSG00000254780","ENSG00000254780.1",0.11,0.35,0.49,0.034,0.17,0.065,0.16,""
"6535","ENSG00000254788","ENSG00000254788.7",0.54,0.63,13,0.076,0.4,2.6,0.032,"CKLF-CMTM1"
"6536","ENSG00000254838","ENSG00000254838.5",1.1,396,0.12,219,188,0.032,310,"GVINP1"
"6537","ENSG00000254873","ENSG00000254873.1",8.3,1238,51,319,158,380,137,""
"6538","ENSG00000254893","ENSG00000254893.6",15,139,18,8.2,15,17,2.5,""
"6539","ENSG00000254999","ENSG00000254999.3",640,119,786,290,1426,1558,1998,"BRK1"
"6540","ENSG00000255073","ENSG00000255073.8",85,0.1,223,270,82,3.3,295,"ZFP91-CNTF"
"6541","ENSG00000255112","ENSG00000255112.2",550,704,707,1155,621,32,9.2,"CHMP1B"
"6542","ENSG00000255114","ENSG00000255114.1",20,41,3.8,9.4,90,0.34,2.2,""
"6543","ENSG00000255154","ENSG00000255154.7",0.29,0.1,121,299,157,0.19,1.5,"HTD2"
"6544","ENSG00000255198","ENSG00000255198.4",19,53,31,22,31,99,56,"SNHG9"
"6545","ENSG00000255302","ENSG00000255302.4",1569,2227,2507,1377,2095,1439,4021,"EID1"
"6546","ENSG00000255339","ENSG00000255339.6",39,10,28,8.1,17,41,26,""
"6547","ENSG00000255526","ENSG00000255526.6",0.22,0.05,0.022,0.1,0.048,0.13,0.032,"NEDD8-MDP1"
"6548","ENSG00000255529","ENSG00000255529.7",923,925,362,26,216,0.032,0.35,"POLR2M"
"6549","ENSG00000255639","ENSG00000255639.2",50,8.3,92,59,49,64,53,""
"6550","ENSG00000255642","ENSG00000255642.1",1.8,1.5,2.7,2.3,1.6,1.2,1.1,"PABPC1P4"
"6551","ENSG00000255717","ENSG00000255717.6",20,0.1,64,961,308,1133,1.4,"SNHG1"
"6552","ENSG00000255725","ENSG00000255725.2",2.6,70,57,25,36,18,17,"TDGP1"
"6553","ENSG00000255836","ENSG00000255836.1",2.3,1.5,0.79,2.3,0.36,0.26,1.8,""
"6554","ENSG00000255909","ENSG00000255909.1",0.053,0.05,0.018,0.069,0.014,0.13,0.065,"PDCD5P1"
"6555","ENSG00000256053","ENSG00000256053.7",644,0.05,20,28,120,147,1.1,"COA8"
"6556","ENSG00000256060","ENSG00000256060.2",86,0.1,399,0.034,53,2,1648,"TRAPPC2B"
"6557","ENSG00000256210","ENSG00000256210.3",1.3,0.099,1.1,2.3,1.8,0.67,1.4,""
"6558","ENSG00000256211","ENSG00000256211.1",1.2,0.95,0.88,0.39,1,0.27,0.58,""
"6559","ENSG00000256235","ENSG00000256235.1",486,0.2,954,83,1265,485,0.13,"SMIM3"
"6560","ENSG00000256269","ENSG00000256269.7",473,311,119,140,0.18,0.065,0.32,"HMBS"
"6561","ENSG00000256338","ENSG00000256338.2",5.9,9,13,3.4,17,5.7,4.4,"RPL41P2"
"6562","ENSG00000256356","ENSG00000256356.1",0.45,0.1,0.21,0.38,0.32,0.22,0.097,"HSPA8P5"
"6563","ENSG00000256453","ENSG00000256453.1",0.089,0.02,0.95,0.034,1.9,31,0.032,"DND1"
"6564","ENSG00000256537","ENSG00000256537.4",1.1,1516,476,499,328,0.16,1.3,"SMIM10L1"
"6565","ENSG00000256591","ENSG00000256591.5",99,68,22,0.14,182,0.16,223,""
"6566","ENSG00000256690","ENSG00000256690.1",0.053,16,15,0.4,7.8,10,1.7,""
"6567","ENSG00000256968","ENSG00000256968.1",0.13,0.1,0.52,0.31,0.2,0.26,0.49,"SNRPEP2"
"6568","ENSG00000256977","ENSG00000256977.12",67,0.05,182,4.3,148,18,19,"LIMS3"
"6569","ENSG00000257074","ENSG00000257074.3",0.35,0.05,0.59,0.15,0.36,0.23,0.2,"RPL29P33"
"6570","ENSG00000257103","ENSG00000257103.8",1797,1347,493,534,738,1568,1323,"LSM14A"
"6571","ENSG00000257267","ENSG00000257267.3",137,1982,719,154,122,171,116,"ZNF271P"
"6572","ENSG00000257337","ENSG00000257337.6",0.57,0.39,9.4,1.5,0.97,1.7,1.8,""
"6573","ENSG00000257341","ENSG00000257341.5",3.9,1.4,5.4,38,7.1,37,14,""
"6574","ENSG00000257342","ENSG00000257342.1",51,0.26,141,2.1,36,43,21,""
"6575","ENSG00000257379","ENSG00000257379.1",1.4,0.12,0.28,1.4,21,1.5,0.47,""
"6576","ENSG00000257411","ENSG00000257411.1",29,21,12,0.42,5.6,16,0.1,""
"6577","ENSG00000257511","ENSG00000257511.1",6.2,4.2,152,1,6.6,1.4,0.9,""
"6578","ENSG00000257553","ENSG00000257553.1",21,34,25,68,13,224,101,""
"6579","ENSG00000257564","ENSG00000257564.1",0.21,0.05,0.14,0.034,0.069,0.032,0.16,""
"6580","ENSG00000257576","ENSG00000257576.1",0.13,0.15,0.75,0.99,0.96,0.27,1.1,"HSPD1P4"
"6581","ENSG00000257621","ENSG00000257621.7",1985,4922,2288,723,1507,3422,5153,"PSMA3-AS1"
"6582","ENSG00000257663","ENSG00000257663.1",0.19,0.25,73,109,48,0.15,0.26,""
"6583","ENSG00000257727","ENSG00000257727.5",320,1320,885,4.9,1095,259,657,"CNPY2"
"6584","ENSG00000257764","ENSG00000257764.2",2,57,133,195,65,194,291,""
"6585","ENSG00000257815","ENSG00000257815.5",600,3.3,123,0.034,40,445,0.032,"CNOT2-DT"
"6586","ENSG00000257923","ENSG00000257923.9",18,465,0.26,0.55,252,0.32,1,"CUX1"
"6587","ENSG00000257941","ENSG00000257941.1",0.058,0.05,0.053,0.034,0.014,0.065,0.35,""
"6588","ENSG00000257949","ENSG00000257949.6",2.4,0.05,67,19,200,1.3,0.16,"TEN1"
"6589","ENSG00000258017","ENSG00000258017.1",460,1850,53,920,338,1087,200,""
"6590","ENSG00000258102","ENSG00000258102.3",39,6.4,35,16,32,4.6,3.4,"MAP1LC3B2"
"6591","ENSG00000258153","ENSG00000258153.1",0.28,0.28,0.25,0.13,0.093,0.34,0.3,"HSPE1P4"
"6592","ENSG00000258232","ENSG00000258232.2",9.2,158,116,151,155,0.51,0.61,""
"6593","ENSG00000258289","ENSG00000258289.8",755,2637,929,335,539,490,28,"CHURC1"
"6594","ENSG00000258315","ENSG00000258315.5",705,365,988,5.9,1646,1153,1106,"C17orf49"
"6595","ENSG00000258377","ENSG00000258377.1",5.5,2.4,54,440,165,357,121,""
"6596","ENSG00000258427","ENSG00000258427.3",11,2.2,15,0.24,7.4,8.7,5.2,"RBM8B"
"6597","ENSG00000258581","ENSG00000258581.2",0.16,0.1,1.5,11,1.3,0.032,0.39,""
"6598","ENSG00000258643","ENSG00000258643.5",91,59,146,112,45,217,1.4,"BCL2L2-PABPN1"
"6599","ENSG00000258644","ENSG00000258644.5",164,1.2,57,57,57,66,88,"SYNJ2BP-COX16"
"6600","ENSG00000258645","ENSG00000258645.2",5,3.2,11,0.89,4.3,15,8.1,"HSPE1P2"
"6601","ENSG00000258757","ENSG00000258757.1",826,466,154,190,142,658,485,""
"6602","ENSG00000258864","ENSG00000258864.1",27,0.12,0.13,0.014,16,0.41,97,""
"6603","ENSG00000258890","ENSG00000258890.6",158,1.5,93,0.21,77,0.16,28,"CEP95"
"6604","ENSG00000258964","ENSG00000258964.1",0.069,0.05,126,387,38,0.13,0.13,""
"6605","ENSG00000259112","ENSG00000259112.2",0.43,0.24,15,0.21,0.19,21,0.51,"NDUFC2-KCTD14"
"6606","ENSG00000259137","ENSG00000259137.1",1.1,0.8,0.56,0.31,0.65,0.32,2.2,""
"6607","ENSG00000259316","ENSG00000259316.10",5,254,1.5,0.034,0.11,12,0.87,""
"6608","ENSG00000259332","ENSG00000259332.3",18,0.72,11,5.6,33,0.053,36,"ST20-MTHFS"
"6609","ENSG00000259357","ENSG00000259357.2",0.092,0.05,0.088,119,69,206,45,""
"6610","ENSG00000259494","ENSG00000259494.1",159,148,393,0.34,49,187,1492,"MRPL46"
"6611","ENSG00000259529","ENSG00000259529.1",0.9,3.4,0.19,2.3,2,4.1,0.18,""
"6612","ENSG00000259623","ENSG00000259623.1",0.11,981,4.9,0.069,50,0.032,72,""
"6613","ENSG00000259684","ENSG00000259684.1",21,27,35,9.9,7.1,6.9,0.059,""
"6614","ENSG00000259706","ENSG00000259706.1",0.11,0.1,0.19,0.45,0.18,0.23,0.77,"HSP90B2P"
"6615","ENSG00000259746","ENSG00000259746.1",1.8,1.5,19,0.25,0.88,3.4,2.5,"HSPE1P3"
"6616","ENSG00000259781","ENSG00000259781.1",473,783,605,386,631,822,706,"HMGB1P6"
"6617","ENSG00000259790","ENSG00000259790.1",1.1,0.1,0.39,2.3,0.74,0.16,1,"ANP32BP1"
"6618","ENSG00000259834","ENSG00000259834.1",18,68,0.53,3.4,0.5,0.065,278,""
"6619","ENSG00000259865","ENSG00000259865.1",952,596,295,0.034,194,1187,1491,""
"6620","ENSG00000259884","ENSG00000259884.1",0.67,0.3,33,0.17,9.3,0.14,0.23,"NR4A1AS"
"6621","ENSG00000259948","ENSG00000259948.2",0.21,0.046,0.12,0.059,0.15,0.2,0.25,""
"6622","ENSG00000259972","ENSG00000259972.2",6,25,75,4.9,14,8.4,2.8,""
"6623","ENSG00000259976","ENSG00000259976.3",1592,1057,879,7,525,1027,4.2,""
"6624","ENSG00000260032","ENSG00000260032.1",590,334,220,3.6,172,554,332,"NORAD"
"6625","ENSG00000260075","ENSG00000260075.1",51,301,2.7,0.098,0.3,0.032,0.032,"NSFP1"
"6626","ENSG00000260170","ENSG00000260170.1",2,1.9,1.2,0.36,1.7,2.5,0.023,""
"6627","ENSG00000260257","ENSG00000260257.2",1080,3645,432,8.7,818,3.5,1096,""
"6628","ENSG00000260314","ENSG00000260314.2",0.026,0.05,0.018,0.1,0.33,0.48,6.8,"MRC1"
"6629","ENSG00000260335","ENSG00000260335.1",4.5,34,9.2,4.8,8.1,6.9,10,""
"6630","ENSG00000260342","ENSG00000260342.2",172,0.13,546,2.8,208,0.0071,0.2,""
"6631","ENSG00000260465","ENSG00000260465.1",2.4,235,0.088,0.069,92,108,205,""
"6632","ENSG00000260490","ENSG00000260490.2",0.47,0.05,0.39,0.034,0.19,0.29,0.32,"MYL12BP1"
"6633","ENSG00000260565","ENSG00000260565.6",0.13,0.15,5.5,1.6,104,164,0.097,"ERVK13-1"
"6634","ENSG00000260570","ENSG00000260570.1",15,27,56,5.2,21,10,0.36,""
"6635","ENSG00000260669","ENSG00000260669.2",39,62,183,0.18,2.8,0.032,1.3,""
"6636","ENSG00000260747","ENSG00000260747.1",6.6,4.8,3.1,0.034,6.8,3.8,2.9,""
"6637","ENSG00000260772","ENSG00000260772.1",147,121,226,42,271,836,180,""
"6638","ENSG00000260916","ENSG00000260916.7",1062,95,585,159,442,574,2,"CCPG1"
"6639","ENSG00000261067","ENSG00000261067.7",4.2,0.21,19,0.91,3.5,0.7,3.6,""
"6640","ENSG00000261150","ENSG00000261150.2",0.079,0.45,3.5,0.1,0.12,0.032,1.2,"EPPK1"
"6641","ENSG00000261371","ENSG00000261371.5",49,0.4,2.5,0.24,77,0.74,84,"PECAM1"
"6642","ENSG00000261552","ENSG00000261552.1",24,2.5,121,27,19,48,86,""
"6643","ENSG00000261604","ENSG00000261604.1",38,174,141,64,41,195,162,""
"6644","ENSG00000261609","ENSG00000261609.5",256,187,83,472,109,532,132,"GAN"
"6645","ENSG00000261612","ENSG00000261612.1",0.45,0.25,0.49,0.1,0.28,0.31,0.68,"SUB1P3"
"6646","ENSG00000261635","ENSG00000261635.2",0.37,0.098,0.39,0.034,0.12,0.13,0.065,""
"6647","ENSG00000261684","ENSG00000261684.1",4.1,178,49,18,3.8,91,0.1,""
"6648","ENSG00000261717","ENSG00000261717.5",0.77,0.05,3.1,4.1,2.6,0.097,8.9,""
"6649","ENSG00000261740","ENSG00000261740.6",428,0.39,1358,61,289,236,1216,"BOLA2-SMG1P6"
"6650","ENSG00000261799","ENSG00000261799.1",163,0.7,58,1.5,142,0.52,0.77,""
"6651","ENSG00000261884","ENSG00000261884.2",9,41,48,0.12,76,6,38,""
"6652","ENSG00000261971","ENSG00000261971.6",0.21,0.1,2.9,0.1,27,24,0.65,"MMP25-AS1"
"6653","ENSG00000262049","ENSG00000262049.1",38,347,20,16,4.3,0.032,0.032,""
"6654","ENSG00000262246","ENSG00000262246.5",52,39,243,5.2,150,0.065,99,"CORO7"
"6655","ENSG00000262406","ENSG00000262406.2",0.079,13,3,4.7,10,3.9,0.23,"MMP12"
"6656","ENSG00000262831","ENSG00000262831.1",43,52,6.2,35,6.3,23,50,""
"6657","ENSG00000262967","ENSG00000262967.1",150,1022,247,3.1,331,537,1964,""
"6658","ENSG00000263001","ENSG00000263001.5",177,0.3,56,48,71,7.5,5,"GTF2I"
"6659","ENSG00000263179","ENSG00000263179.1",0.08,0.098,0.13,0.034,0.22,0.065,0.073,"HNRNPCP4"
"6660","ENSG00000263244","ENSG00000263244.2",193,472,814,3.1,382,0.45,91,""
"6661","ENSG00000263266","ENSG00000263266.2",51,125,99,53,51,51,12,"RPS7P1"
"6662","ENSG00000263272","ENSG00000263272.1",15,0.11,0.16,0.034,0.48,2.2,1.4,""
"6663","ENSG00000263276","ENSG00000263276.1",0.36,0.1,7,22,72,0.032,0.89,""
"6664","ENSG00000263465","ENSG00000263465.4",189,893,662,5,327,0.42,1.7,"SRSF8"
"6665","ENSG00000263563","ENSG00000263563.5",38,83,55,14,90,65,88,"UBBP4"
"6666","ENSG00000263620","ENSG00000263620.1",141,15,41,1.7,77,0.047,0.59,""
"6667","ENSG00000263740","ENSG00000263740.2",0.053,23,1.2,0.11,6.4,0.097,2.1,"RN7SL4P"
"6668","ENSG00000263766","ENSG00000263766.5",0.17,18,2.9,0.93,39,0.065,0.14,""
